customer_id,age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,num_credit_lines,existing_debt,num_dependents,employment_type,education,property_ownership,loan_purpose,default
CUST05240,37,92136,355048,36,629.0,,4.0,91549,2,Business,Post-Graduate,Own,Home,0
CUST05241,27,54649,140110,60,530.0,0.0,1.0,5407,5,Self-Employed,Graduate,Own,Home,0
CUST05242,64,40573,75685,36,716.0,3.4,6.0,38627,1,Salaried,Graduate,Rent,Education,0
CUST05243,63,70656,233521,48,565.0,4.9,8.0,92425,0,Salaried,Graduate,Mortgage,Home,0
CUST05244,33,73480,171800,36,608.0,0.9,11.0,91486,4,Salaried,Graduate,Mortgage,Business,1
CUST05245,34,30583,41159,36,718.0,0.4,5.0,21563,5,Salaried,Post-Graduate,Mortgage,Personal,0
CUST05246,25,104964,128431,48,572.0,3.8,9.0,51311,3,Self-Employed,Post-Graduate,Mortgage,Education,0
CUST05247,60,60526,114334,24,769.0,4.0,10.0,34302,2,Self-Employed,Under-Graduate,Mortgage,Personal,0
CUST05248,23,63047,221271,36,571.0,2.0,2.0,53507,1,Salaried,Graduate,Mortgage,Personal,0
CUST05249,47,64944,46439,48,556.0,10.7,12.0,39902,1,Self-Employed,Graduate,Own,Education,0
CUST05250,48,64902,82090,48,653.0,1.8,2.0,33925,4,Self-Employed,Graduate,Rent,Education,1
CUST05251,48,42570,154360,36,780.0,3.6,4.0,7574,1,Salaried,Under-Graduate,Rent,Business,0
CUST05252,36,97250,90060,36,649.0,1.0,6.0,15486,0,Self-Employed,Under-Graduate,Own,Home,0
CUST05253,29,49296,133281,24,728.0,0.1,14.0,2171,5,Salaried,Under-Graduate,Mortgage,Business,0
CUST05254,28,74150,92486,60,542.0,2.8,6.0,110545,3,Self-Employed,Under-Graduate,Rent,Education,0
CUST05255,61,45501,119236,36,620.0,3.7,,24752,0,Salaried,Under-Graduate,Own,Home,0
CUST05256,33,41954,77231,48,625.0,7.2,6.0,4572,0,Self-Employed,Graduate,Mortgage,Business,0
CUST05257,34,93037,79627,12,549.0,3.0,13.0,79218,4,Self-Employed,Post-Graduate,Own,Personal,0
CUST05258,64,52832,134122,24,522.0,1.6,1.0,53496,4,Freelancer,Graduate,Own,Home,1
CUST05259,38,54317,157011,36,630.0,4.6,1.0,55466,2,Salaried,Graduate,Own,Home,0
CUST05260,38,60672,174793,48,776.0,,13.0,88224,1,Salaried,Graduate,Mortgage,Education,0
CUST05261,57,107035,292164,36,667.0,1.3,12.0,34235,2,Salaried,Under-Graduate,Mortgage,Home,0
CUST05262,42,98375,221421,12,595.0,12.1,14.0,132028,4,Salaried,Graduate,Own,Home,0
CUST05263,29,80675,187017,24,487.0,3.8,3.0,109659,2,Salaried,Under-Graduate,Rent,Car,0
CUST05264,26,112072,305367,24,620.0,1.1,2.0,76953,3,Self-Employed,Graduate,Rent,Education,0
CUST05265,47,36108,105287,24,614.0,5.6,7.0,51605,0,Salaried,Graduate,Rent,Business,0
CUST05266,37,68117,190187,24,680.0,8.1,6.0,20614,4,Salaried,Post-Graduate,Rent,Car,0
CUST05267,57,56516,144359,48,629.0,7.1,5.0,28781,1,Salaried,Under-Graduate,Rent,Home,0
CUST05268,49,19618,20509,36,700.0,4.6,8.0,22346,4,Business,Post-Graduate,Rent,Car,0
CUST05269,50,64261,79501,36,711.0,3.7,2.0,91100,4,Self-Employed,Post-Graduate,Mortgage,Education,0
CUST05270,33,45183,63743,60,644.0,7.5,11.0,5279,0,Salaried,Graduate,Mortgage,Business,0
CUST05271,58,85670,318590,36,645.0,6.2,12.0,86448,1,Salaried,Under-Graduate,Own,Business,0
CUST05272,51,47099,148733,60,652.0,4.2,7.0,66633,2,Salaried,PhD,Mortgage,Education,0
CUST05273,44,45962,111919,24,510.0,5.4,14.0,7097,5,Salaried,Graduate,Own,Car,0
CUST05274,37,85661,118400,36,707.0,0.9,10.0,23522,5,Self-Employed,Graduate,Mortgage,Education,0
CUST05275,35,53690,47683,36,785.0,0.1,4.0,54544,1,Salaried,Graduate,Own,Business,0
CUST05276,31,78257,285298,36,654.0,13.4,14.0,74204,2,Self-Employed,Graduate,Rent,Personal,0
CUST05277,28,63487,230097,36,587.0,13.7,11.0,28419,2,Salaried,Post-Graduate,Rent,Home,0
CUST05278,58,63755,56578,24,649.0,7.8,12.0,89565,4,Business,Graduate,Mortgage,Education,0
CUST05279,50,50119,164904,48,615.0,2.3,3.0,29065,4,Salaried,Under-Graduate,Rent,Business,1
CUST05280,24,65044,134202,36,652.0,0.8,1.0,33305,5,Business,Post-Graduate,Rent,Home,0
CUST05281,36,52370,85566,12,625.0,2.2,10.0,66084,4,Self-Employed,Under-Graduate,Mortgage,Education,0
CUST05282,57,38923,120150,36,477.0,6.5,2.0,32792,0,Salaried,Graduate,Mortgage,Business,0
CUST05283,40,52914,140230,48,657.0,2.0,7.0,35085,5,Self-Employed,Graduate,Rent,Personal,0
CUST05284,34,80756,260850,24,,7.9,3.0,65987,4,Salaried,Post-Graduate,Mortgage,Business,0
CUST05285,63,65720,49957,12,543.0,5.6,11.0,70674,2,Self-Employed,Graduate,Mortgage,Personal,0
CUST05286,42,70368,113648,48,737.0,5.0,5.0,8802,5,Salaried,Post-Graduate,Rent,Personal,0
CUST05287,58,55029,89015,60,682.0,13.3,11.0,27540,4,Business,Graduate,Own,Car,0
CUST05288,48,16244,26869,12,576.0,11.2,3.0,20967,1,Business,Under-Graduate,Mortgage,Personal,1
CUST05289,50,30571,69050,60,542.0,6.2,7.0,33590,3,Self-Employed,Graduate,Own,Home,0
CUST05290,41,49219,73363,36,671.0,1.1,12.0,5443,1,Salaried,Post-Graduate,Own,Business,0
CUST05291,46,32298,66383,60,678.0,14.0,4.0,22298,0,Salaried,Post-Graduate,Rent,Home,0
CUST05292,27,44512,79552,36,529.0,1.3,8.0,20561,0,Self-Employed,Post-Graduate,Mortgage,Personal,0
CUST05293,57,43788,134584,60,724.0,2.3,10.0,52080,4,Salaried,Graduate,Own,Business,0
CUST05294,23,44391,115960,48,610.0,8.8,8.0,9576,0,Self-Employed,Post-Graduate,Rent,Business,0
CUST05295,43,83743,233450,12,689.0,1.2,4.0,18201,2,Salaried,Post-Graduate,Rent,Business,0
CUST05296,53,53940,66726,12,706.0,5.1,12.0,60002,2,Salaried,Graduate,Own,Car,0
CUST05297,37,73693,120801,36,721.0,3.1,2.0,109118,5,Salaried,Under-Graduate,Mortgage,Car,0
CUST05298,39,58278,33456,24,570.0,4.9,7.0,34093,1,Self-Employed,Post-Graduate,Rent,Car,0
CUST05299,26,83314,73258,36,810.0,15.9,14.0,107912,5,Business,Post-Graduate,Own,Business,0
CUST05300,57,75419,107674,60,576.0,8.3,1.0,45036,5,Salaried,Post-Graduate,Mortgage,Home,0
CUST05301,51,43169,31475,24,721.0,1.8,13.0,42528,2,Freelancer,Graduate,Own,Personal,0
CUST05302,40,94232,245871,36,610.0,0.3,12.0,68797,3,Salaried,Graduate,Mortgage,Business,0
CUST05303,44,45909,183335,36,654.0,17.1,9.0,51182,0,Salaried,Graduate,Rent,Car,0
CUST05304,55,59000,50318,36,640.0,4.4,5.0,5062,0,Salaried,Graduate,Own,Business,0
CUST05305,34,62540,211029,24,687.0,1.0,10.0,51549,5,Salaried,Graduate,Rent,Personal,0
CUST05306,64,64767,59317,24,733.0,4.9,4.0,96991,3,Self-Employed,Post-Graduate,Rent,Home,0
CUST05307,50,70923,201754,60,601.0,0.2,14.0,79957,5,Business,PhD,Mortgage,Car,0
CUST05308,57,39864,109667,48,579.0,1.0,4.0,13766,1,Salaried,Under-Graduate,Rent,Personal,0
CUST05309,43,69246,253406,48,484.0,5.0,11.0,31751,2,Self-Employed,PhD,Mortgage,Car,1
CUST05310,57,66622,59880,48,664.0,2.6,12.0,68871,2,Self-Employed,Under-Graduate,Own,Business,0
CUST05311,30,55009,88237,36,636.0,2.0,12.0,12286,0,Salaried,Post-Graduate,Rent,Home,0
CUST05312,60,51205,41871,48,,5.3,9.0,544,1,Salaried,Under-Graduate,Own,Car,0
CUST05313,40,38837,74793,36,641.0,10.1,1.0,45022,4,Salaried,Under-Graduate,Own,Personal,0
CUST05314,59,64607,238437,24,710.0,5.7,4.0,58096,4,Salaried,Under-Graduate,Mortgage,Education,0
CUST05315,27,41790,135204,36,609.0,3.1,6.0,42180,2,Salaried,Graduate,Rent,Personal,0
CUST05316,36,59757,181072,24,677.0,5.4,13.0,1980,0,Business,Post-Graduate,Own,Home,0
CUST05317,41,52973,125312,36,647.0,5.9,8.0,30087,2,Business,Graduate,Rent,Education,0
CUST05318,30,28316,101716,24,573.0,7.5,2.0,22585,2,Self-Employed,Under-Graduate,Rent,Personal,1
CUST05319,53,36331,75315,36,595.0,1.8,14.0,38029,1,Freelancer,Graduate,Own,Car,0
CUST05320,25,63095,64602,36,723.0,0.6,,79933,3,Self-Employed,Post-Graduate,Mortgage,Car,0
CUST05321,39,44513,152748,48,715.0,5.7,9.0,19132,2,Salaried,Graduate,Mortgage,Home,1
CUST05322,26,43831,64814,36,709.0,0.6,8.0,59630,1,Business,Under-Graduate,Mortgage,Car,0
CUST05323,41,39721,27316,60,636.0,3.1,14.0,40047,0,Salaried,Under-Graduate,Rent,Business,0
CUST05324,44,40399,38020,12,470.0,1.3,14.0,24150,4,Salaried,Under-Graduate,Own,Home,1
CUST05325,32,87853,231203,48,516.0,2.0,5.0,87218,2,Self-Employed,Post-Graduate,Own,Education,0
CUST05326,58,32601,85570,48,628.0,3.2,14.0,32328,3,Salaried,Graduate,Rent,Home,0
CUST05327,43,84458,119139,60,528.0,11.3,12.0,27062,5,Self-Employed,Under-Graduate,Mortgage,Home,0
CUST05328,25,48385,147338,36,741.0,5.7,11.0,447,2,Salaried,Graduate,Rent,Home,0
CUST05329,50,41924,134481,36,585.0,0.9,,7710,2,Self-Employed,Graduate,Mortgage,Education,1
CUST05330,55,62676,233264,24,628.0,10.6,6.0,89778,1,Self-Employed,Post-Graduate,Rent,Business,0
CUST05331,34,56060,142800,24,,3.5,1.0,72175,5,Salaried,Graduate,Rent,Home,0
CUST05332,63,51050,164788,36,732.0,1.1,11.0,13200,0,Salaried,PhD,Mortgage,Education,0
CUST05333,30,59397,186260,48,677.0,3.7,4.0,58757,0,Salaried,Graduate,Own,Business,0
CUST05334,63,55743,78170,24,667.0,1.1,9.0,76605,3,Salaried,Graduate,Rent,Personal,0
CUST05335,52,50688,80380,24,589.0,2.3,12.0,69649,3,Self-Employed,PhD,Own,Home,0
CUST05336,28,73713,160302,24,710.0,8.2,5.0,62407,3,Salaried,PhD,Mortgage,Home,0
CUST05337,25,26060,14766,24,667.0,5.4,7.0,28281,5,Self-Employed,Post-Graduate,Mortgage,Business,0
CUST05338,40,36706,56559,60,639.0,3.2,9.0,21696,3,Self-Employed,Under-Graduate,Rent,Car,1
CUST05339,63,39235,84692,60,701.0,1.3,4.0,4244,4,Salaried,Post-Graduate,Mortgage,Business,0
CUST05340,51,33841,29720,36,702.0,1.7,5.0,26840,3,Salaried,Post-Graduate,Mortgage,Home,0
CUST05341,52,56718,53426,24,572.0,19.1,6.0,27068,1,Salaried,Graduate,Rent,Home,0
CUST05342,56,65108,138115,60,723.0,2.1,1.0,39745,0,Self-Employed,Graduate,Rent,Business,0
CUST05343,42,15749,48166,12,643.0,4.8,10.0,4107,0,Salaried,Graduate,Mortgage,Car,0
CUST05344,52,45518,155586,36,656.0,3.5,12.0,50190,1,Salaried,Post-Graduate,Own,Personal,0
CUST05345,40,48566,117145,60,544.0,0.1,5.0,69079,0,Salaried,Under-Graduate,Own,Business,0
CUST05346,52,49282,106529,36,547.0,14.5,14.0,51801,0,Self-Employed,Under-Graduate,Mortgage,Personal,0
CUST05347,53,29298,54054,12,533.0,0.5,10.0,21634,4,Salaried,Graduate,Own,Business,0
CUST05348,23,48733,57276,24,841.0,5.4,4.0,30653,5,Salaried,PhD,Own,Business,0
CUST05349,31,36777,37253,60,831.0,8.3,1.0,30395,4,Freelancer,Graduate,Rent,Car,0
CUST05350,23,48312,158059,12,513.0,6.9,14.0,47197,5,Self-Employed,Post-Graduate,Rent,Personal,0
CUST05351,23,20607,43841,36,528.0,8.3,4.0,3917,5,Salaried,Post-Graduate,Own,Car,0
CUST05352,45,48448,158237,48,609.0,6.7,5.0,57458,3,Self-Employed,Under-Graduate,Mortgage,Home,1
CUST05353,38,40619,120406,48,738.0,2.9,9.0,329,3,Self-Employed,Graduate,Rent,Personal,0
CUST05354,53,49750,58637,36,700.0,11.3,1.0,63064,2,Self-Employed,Graduate,Mortgage,Education,0
CUST05355,37,61015,139484,24,823.0,12.2,6.0,45971,4,Self-Employed,Graduate,Rent,Car,0
CUST05356,37,54105,111134,36,625.0,2.9,8.0,35270,1,Salaried,Graduate,Mortgage,Car,0
CUST05357,60,70867,140568,24,594.0,3.3,9.0,12851,1,Salaried,Under-Graduate,Mortgage,Personal,0
CUST05358,52,47784,114633,24,654.0,3.3,11.0,41873,2,Self-Employed,Graduate,Own,Personal,0
CUST05359,64,67377,265282,48,636.0,1.6,5.0,8995,4,Salaried,PhD,Own,Personal,1
CUST05360,45,77499,259245,24,647.0,0.6,2.0,100666,4,Freelancer,Graduate,Own,Business,0
CUST05361,22,60475,221519,12,658.0,1.5,1.0,27420,1,Salaried,Under-Graduate,Own,Home,0
CUST05362,32,54584,32954,36,819.0,9.3,5.0,14127,4,Salaried,Graduate,Rent,Personal,0
CUST05363,42,63287,62728,36,659.0,3.9,11.0,23844,3,Business,Graduate,Own,Personal,0
CUST05364,25,61181,48741,48,564.0,9.5,3.0,48928,4,Salaried,Graduate,Own,Car,0
CUST05365,28,75024,106632,48,626.0,6.8,6.0,63015,4,Self-Employed,Graduate,Own,Business,0
CUST05366,47,70875,145054,48,708.0,2.1,9.0,35980,5,Salaried,Post-Graduate,Rent,Home,0
CUST05367,33,71116,195368,36,698.0,1.0,13.0,84097,1,Self-Employed,Graduate,Mortgage,Business,0
CUST05368,52,55880,125892,48,693.0,4.2,11.0,31677,4,Self-Employed,Post-Graduate,Rent,Business,0
CUST05369,38,61824,226346,24,514.0,13.7,1.0,40574,0,Self-Employed,Graduate,Mortgage,Home,1
CUST05370,54,61450,232864,36,525.0,9.1,14.0,11988,4,Business,Post-Graduate,Own,Home,1
CUST05371,32,30852,33083,36,639.0,7.2,4.0,6275,1,Salaried,Graduate,Mortgage,Education,0
CUST05372,49,76378,266192,12,685.0,7.2,4.0,11597,0,Salaried,Graduate,Rent,Business,0
CUST05373,53,21614,47248,24,583.0,3.8,12.0,4751,3,Self-Employed,Under-Graduate,Mortgage,Business,0
CUST05374,22,69243,144486,36,769.0,0.9,7.0,93498,0,Self-Employed,PhD,Own,Home,0
CUST05375,49,60339,195938,36,693.0,1.7,2.0,61994,4,Business,Under-Graduate,Mortgage,Home,0
CUST05376,63,49314,40732,36,608.0,4.3,8.0,49705,4,Salaried,Graduate,Mortgage,Education,0
CUST05377,28,62823,225454,48,850.0,1.9,13.0,13748,2,Salaried,Graduate,Rent,Home,0
CUST05378,23,63371,180481,36,612.0,7.6,6.0,49378,3,Self-Employed,Graduate,Own,Car,0
CUST05379,63,28844,102783,60,620.0,,4.0,21142,1,Salaried,Under-Graduate,Own,Home,0
CUST05380,45,83322,331677,36,616.0,0.6,3.0,35942,1,Salaried,Under-Graduate,Own,Education,0
CUST05381,25,56442,130551,36,653.0,7.6,10.0,22865,1,Salaried,Graduate,Rent,Home,0
CUST05382,40,101294,83711,12,564.0,6.0,12.0,115848,2,Salaried,Graduate,Own,Personal,0
CUST05383,47,70795,76659,36,708.0,1.5,7.0,31662,1,Salaried,Under-Graduate,Mortgage,Home,0
CUST05384,32,55987,91407,60,719.0,19.8,9.0,49757,0,Salaried,Post-Graduate,Mortgage,Personal,0
CUST05385,61,41199,35531,36,703.0,2.6,11.0,56820,3,Self-Employed,PhD,Mortgage,Car,0
CUST05386,64,52783,177018,24,613.0,5.7,2.0,40687,4,Salaried,Graduate,Rent,Car,0
CUST05387,32,57996,89258,36,614.0,12.1,8.0,52541,5,Salaried,Graduate,Mortgage,Home,0
CUST05388,24,84308,330116,12,699.0,,2.0,110682,1,Business,PhD,Mortgage,Personal,1
CUST05389,33,79533,235343,36,,10.6,,86016,3,Self-Employed,Graduate,Mortgage,Car,0
CUST05390,24,64029,70880,36,585.0,6.1,12.0,1295,4,Salaried,Graduate,Mortgage,Business,0
CUST05391,63,90383,195783,36,488.0,0.9,6.0,19638,4,Self-Employed,Graduate,Mortgage,Home,0
CUST05392,48,15000,32011,48,618.0,5.5,14.0,6053,0,Salaried,Post-Graduate,Own,Personal,0
CUST05393,23,64255,142889,48,691.0,10.4,8.0,41483,0,Salaried,Graduate,Rent,Education,0
CUST05394,37,80113,190261,36,689.0,8.0,1.0,33175,4,Salaried,Post-Graduate,Rent,Business,0
CUST05395,23,65948,40169,36,528.0,7.1,7.0,45638,1,Salaried,Under-Graduate,Rent,Home,0
CUST05396,51,28343,82252,48,716.0,0.9,9.0,33323,5,Salaried,Graduate,Mortgage,Business,1
CUST05397,41,82788,182561,48,798.0,1.1,6.0,120823,2,Salaried,Graduate,Rent,Personal,0
CUST05398,59,70226,229525,24,621.0,4.0,6.0,66293,2,Salaried,Graduate,Mortgage,Education,0
CUST05399,49,61860,207461,36,633.0,4.3,9.0,80740,1,Self-Employed,PhD,Own,Personal,0
CUST05400,46,56767,74187,36,608.0,14.4,2.0,29268,4,Self-Employed,Under-Graduate,Rent,Education,0
CUST05401,53,94874,63516,24,621.0,3.2,4.0,19476,1,Salaried,Graduate,Own,Personal,0
CUST05402,31,63890,189198,12,746.0,,14.0,79828,2,Self-Employed,Post-Graduate,Rent,Home,0
CUST05403,63,50161,196739,24,587.0,1.1,14.0,58061,4,Salaried,PhD,Rent,Personal,0
CUST05404,61,38772,79998,48,669.0,0.3,,13736,5,Salaried,Graduate,Own,Education,0
CUST05405,54,70150,98816,36,627.0,0.4,8.0,56672,5,Business,Under-Graduate,Mortgage,Personal,0
CUST05406,34,74724,78337,36,,4.3,5.0,111393,0,Salaried,Under-Graduate,Own,Home,0
CUST05407,62,56130,84535,36,627.0,1.0,9.0,81826,0,Salaried,Post-Graduate,Rent,Personal,0
CUST05408,63,43844,72242,48,715.0,9.5,3.0,29738,2,Salaried,Graduate,Rent,Education,0
CUST05409,58,81601,161860,36,733.0,4.5,6.0,34716,0,Self-Employed,Graduate,Own,Education,0
CUST05410,37,37251,104076,36,679.0,10.0,6.0,16404,1,Self-Employed,Graduate,Mortgage,Education,0
CUST05411,43,94388,137435,12,632.0,2.8,3.0,124324,3,Salaried,Graduate,Rent,Personal,0
CUST05412,41,40309,27346,36,712.0,4.5,6.0,40449,5,Self-Employed,Graduate,Rent,Personal,0
CUST05413,64,29434,53171,36,590.0,3.7,1.0,26461,3,Salaried,Under-Graduate,Rent,Home,0
CUST05414,48,31992,111802,36,684.0,21.6,5.0,12856,5,Freelancer,Graduate,Rent,Home,0
CUST05415,62,32805,73621,36,608.0,8.0,2.0,19997,0,Salaried,Graduate,Mortgage,Education,0
CUST05416,37,50268,194876,36,,4.5,8.0,42053,1,Freelancer,Under-Graduate,Own,Personal,0
CUST05417,55,45636,103259,36,573.0,4.7,7.0,35673,0,Business,Post-Graduate,Own,Education,0
CUST05418,53,75492,110644,36,744.0,1.4,7.0,5964,0,Business,Post-Graduate,Mortgage,Home,0
CUST05419,47,72641,85469,12,549.0,6.6,10.0,53039,5,Salaried,Post-Graduate,Mortgage,Car,0
CUST05420,46,50529,148092,36,639.0,20.3,4.0,46273,4,Salaried,Post-Graduate,Own,Car,0
CUST05421,23,117067,278307,60,531.0,0.7,14.0,138308,1,Self-Employed,Graduate,Own,Personal,0
CUST05422,33,50264,131389,48,743.0,5.1,2.0,9696,5,Self-Employed,Graduate,Own,Personal,0
CUST05423,61,52929,166352,60,774.0,3.6,,65466,2,Self-Employed,Under-Graduate,Own,Home,0
CUST05424,30,29451,89550,24,554.0,9.5,10.0,4105,1,Salaried,Graduate,Rent,Home,0
CUST05425,33,53389,34797,24,675.0,,4.0,39990,1,Self-Employed,Graduate,Own,Education,0
CUST05426,47,60948,201677,36,626.0,0.7,3.0,7757,0,Salaried,Under-Graduate,Own,Education,1
CUST05427,30,31315,74043,24,690.0,0.2,3.0,38394,4,Salaried,Graduate,Mortgage,Home,0
CUST05428,31,45026,84242,12,776.0,0.9,13.0,31321,4,Self-Employed,PhD,Own,Education,0
CUST05429,53,61540,146546,36,680.0,6.2,14.0,57285,0,Salaried,Graduate,Mortgage,Home,0
CUST05430,55,44503,117647,24,588.0,0.8,1.0,33303,4,Self-Employed,Under-Graduate,Rent,Car,1
CUST05431,41,40316,41254,24,594.0,4.9,1.0,27885,1,Self-Employed,Post-Graduate,Own,Education,0
CUST05432,60,70642,138525,60,621.0,10.1,8.0,19354,2,Self-Employed,Under-Graduate,Rent,Personal,0
CUST05433,23,29357,49159,24,591.0,0.2,8.0,41546,2,Salaried,Graduate,Own,Home,1
CUST05434,22,33241,57388,24,710.0,0.1,1.0,36331,2,Salaried,Graduate,Rent,Personal,0
CUST05435,57,58547,47989,24,717.0,23.0,4.0,49776,4,Salaried,Under-Graduate,Own,Home,0
CUST05436,45,71923,76198,48,750.0,5.6,2.0,22209,3,Salaried,Under-Graduate,Rent,Home,0
CUST05437,48,61110,65168,48,616.0,0.8,1.0,36707,5,Freelancer,Graduate,Rent,Car,0
CUST05438,23,50522,91257,24,742.0,1.8,2.0,25941,0,Self-Employed,Graduate,Own,Education,0
CUST05439,52,48892,177513,24,784.0,21.0,1.0,55407,5,Salaried,Graduate,Mortgage,Car,1
CUST05440,35,75208,91836,48,543.0,1.3,5.0,21761,3,Self-Employed,Graduate,Own,Education,0
CUST05441,23,72180,141232,24,611.0,7.0,10.0,72246,5,Salaried,Post-Graduate,Mortgage,Business,1
CUST05442,50,55996,89069,60,641.0,1.4,12.0,75807,5,Salaried,Under-Graduate,Own,Personal,1
CUST05443,36,49447,160991,36,715.0,2.5,14.0,62186,0,Self-Employed,Graduate,Mortgage,Personal,0
CUST05444,33,55705,37625,24,757.0,10.6,6.0,28362,3,Salaried,Post-Graduate,Mortgage,Personal,0
CUST05445,58,40456,48057,60,511.0,0.1,12.0,9207,0,Salaried,Graduate,Own,Home,1
CUST05446,49,51996,64331,36,596.0,1.8,8.0,28280,2,Salaried,Post-Graduate,Own,Business,0
CUST05447,41,45209,179722,24,741.0,3.3,10.0,26747,2,Business,Post-Graduate,Mortgage,Business,0
CUST05448,60,52983,132336,36,581.0,4.9,8.0,42703,1,Salaried,Post-Graduate,Own,Education,0
CUST05449,45,45926,45299,48,713.0,0.1,14.0,3116,5,Salaried,Post-Graduate,Own,Personal,0
CUST05450,42,65479,95121,24,,2.6,4.0,50167,5,Freelancer,Post-Graduate,Rent,Business,0
CUST05451,31,71368,77603,36,712.0,2.1,3.0,64769,3,Salaried,Under-Graduate,Own,Car,0
CUST05452,35,47405,44376,12,713.0,0.1,12.0,66976,0,Business,Under-Graduate,Rent,Car,0
CUST05453,58,38762,127532,48,615.0,2.2,5.0,42137,2,Salaried,Under-Graduate,Rent,Car,1
CUST05454,39,69232,154742,36,628.0,13.4,8.0,2933,0,Salaried,Graduate,Own,Education,0
CUST05455,45,58695,159018,24,622.0,1.6,5.0,15422,5,Salaried,Graduate,Own,Business,0
CUST05456,35,47665,79094,36,668.0,4.4,10.0,33992,2,Salaried,Graduate,Mortgage,Car,0
CUST05457,55,82511,201156,48,479.0,1.8,7.0,120786,0,Salaried,PhD,Rent,Home,0
CUST05458,33,43699,61243,48,,0.6,4.0,39405,3,Salaried,Post-Graduate,Mortgage,Home,0
CUST05459,43,15141,23894,36,787.0,1.7,2.0,19174,0,Salaried,Graduate,Mortgage,Business,0
CUST05460,27,40840,113650,48,665.0,3.2,9.0,6368,2,Salaried,Post-Graduate,Own,Car,0
CUST05461,57,87367,89658,36,640.0,1.8,11.0,57288,0,Salaried,Post-Graduate,Mortgage,Business,0
CUST05462,57,48645,129409,24,655.0,4.9,10.0,1630,2,Freelancer,Under-Graduate,Mortgage,Home,0
CUST05463,43,44691,155650,48,,14.9,2.0,16646,5,Salaried,Graduate,Own,Education,0
CUST05464,35,55532,51171,36,741.0,0.4,2.0,67581,5,Business,Post-Graduate,Mortgage,Car,0
CUST05465,37,75221,273888,36,644.0,6.3,14.0,70202,1,Salaried,Graduate,Own,Education,0
CUST05466,57,53342,41503,60,636.0,0.0,8.0,22569,4,Salaried,Post-Graduate,Mortgage,Personal,0
CUST05467,46,66826,115019,36,540.0,0.0,10.0,84397,4,Business,Graduate,Mortgage,Home,1
CUST05468,53,51214,135040,12,653.0,0.7,6.0,56475,3,Self-Employed,Graduate,Mortgage,Car,1
CUST05469,54,66984,164643,60,553.0,3.3,5.0,50410,2,Self-Employed,Graduate,Rent,Personal,1
CUST05470,57,58605,49073,24,606.0,0.2,3.0,3888,3,Salaried,Graduate,Rent,Business,0
CUST05471,41,47040,155053,36,720.0,6.4,7.0,63951,5,Self-Employed,Under-Graduate,Own,Personal,0
CUST05472,39,60161,234991,24,731.0,0.1,8.0,60378,3,Salaried,Graduate,Rent,Business,0
CUST05473,59,44149,50078,24,687.0,3.4,9.0,53870,5,Salaried,PhD,Mortgage,Home,0
CUST05474,24,27436,99673,48,747.0,5.6,11.0,38514,0,Business,Graduate,Own,Car,0
CUST05475,44,54602,133711,36,517.0,1.4,2.0,11330,4,Salaried,Graduate,Mortgage,Car,0
CUST05476,53,29212,110297,36,780.0,4.3,8.0,32987,3,Self-Employed,Under-Graduate,Rent,Education,0
CUST05477,37,66948,74734,48,582.0,1.5,,15521,2,Salaried,Graduate,Rent,Business,0
CUST05478,26,54250,177510,36,674.0,1.2,1.0,41959,2,Salaried,Under-Graduate,Mortgage,Car,0
CUST05479,25,83465,59196,36,596.0,8.5,14.0,91019,1,Self-Employed,Graduate,Mortgage,Business,0
CUST05480,42,48395,173795,48,,2.0,10.0,37774,4,Salaried,Graduate,Rent,Car,0
CUST05481,61,54599,156129,48,651.0,8.4,7.0,38700,3,Salaried,Under-Graduate,Rent,Home,0
CUST05482,35,25607,45987,36,741.0,1.2,14.0,10883,5,Salaried,Post-Graduate,Mortgage,Education,0
CUST05483,60,32918,38403,36,847.0,2.2,7.0,37923,1,Self-Employed,Post-Graduate,Mortgage,Education,0
CUST05484,52,21425,71942,36,720.0,0.5,10.0,2872,5,Salaried,Graduate,Rent,Car,0
CUST05485,35,76549,199895,36,640.0,3.4,12.0,26607,2,Business,Post-Graduate,Mortgage,Education,0
CUST05486,27,45808,80688,36,772.0,2.4,3.0,3104,4,Freelancer,Under-Graduate,Rent,Education,0
CUST05487,33,81541,167438,48,514.0,0.0,11.0,21660,2,Business,Post-Graduate,Own,Education,0
CUST05488,37,15000,50893,24,603.0,3.1,3.0,9172,3,Self-Employed,Post-Graduate,Rent,Personal,0
CUST05489,38,85961,144951,60,631.0,0.4,4.0,3840,0,Self-Employed,Graduate,Rent,Business,0
CUST05490,44,53639,43646,48,627.0,9.1,,18253,4,Self-Employed,Post-Graduate,Rent,Personal,0
CUST05491,35,61796,227995,24,,3.4,5.0,3770,1,Self-Employed,Graduate,Rent,Education,1
CUST05492,28,33741,62613,12,705.0,5.9,5.0,44322,1,Self-Employed,Under-Graduate,Own,Business,0
CUST05493,53,65545,112695,48,649.0,8.6,6.0,87501,0,Freelancer,Graduate,Mortgage,Home,0
CUST05494,36,47521,57756,48,639.0,0.3,1.0,49792,1,Business,Graduate,Own,Personal,0
CUST05495,38,31120,113307,60,,2.1,7.0,27751,0,Self-Employed,Graduate,Rent,Personal,1
CUST05496,62,30846,38905,24,614.0,0.1,12.0,36822,5,Salaried,Graduate,Mortgage,Personal,0
