age,annual_income,loan_amount,loan_term_months,credit_score,employment_years,num_credit_lines,existing_debt,num_dependents,debt_to_income_ratio,loan_to_income_ratio,monthly_emi_burden,emi_to_monthly_income,credit_tier,income_tier,age_group,financial_stress,employment_type_Freelancer,employment_type_Salaried,employment_type_Self-Employed,education_PhD,education_Post-Graduate,education_Under-Graduate,property_ownership_Own,property_ownership_Rent,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Personal
48,74819,220441,60,581.0,0.3,1.0,16153,4,0.2159,2.9463,3674.02,0.5893,2,3,4,1.147,False,True,False,False,True,False,False,False,False,False,True,False
37,72872,60120,48,493.0,2.8,12.0,59076,4,0.8107,0.825,1252.5,0.2063,1,3,3,0.6337,False,True,False,False,True,False,False,True,False,False,True,False
29,40604,24625,36,501.0,4.0,7.0,8933,2,0.22,0.6065,684.03,0.2022,1,2,2,0.3306,False,True,False,False,False,True,False,False,True,False,False,False
54,46893,146023,36,611.0,0.1,14.0,31843,0,0.6791,3.114,4056.19,1.038,2,2,4,1.5172,False,False,False,False,False,False,False,False,False,False,True,False
42,47223,157172,36,604.0,0.4,1.0,27932,0,0.5915,3.3283,4365.89,1.1094,2,2,3,1.5679,False,False,False,False,False,False,False,False,True,False,False,False
56,96727,215338,36,541.0,9.4,2.0,49861,2,0.5155,2.2262,5981.61,0.7421,1,3,5,1.0967,False,False,True,False,False,True,False,True,False,False,True,False
26,80991,227813,24,774.0,1.5,1.0,105703,3,1.3051,2.8128,9492.21,1.4064,5,3,2,1.7878,False,True,False,False,False,True,False,True,False,True,False,False
58,60012,182458,24,605.0,3.5,1.0,6327,5,0.1054,3.0404,7602.42,1.5202,2,3,5,1.4103,False,True,False,False,True,False,False,True,False,False,False,True
63,77941,51081,48,557.0,0.9,2.0,104462,0,1.3403,0.6554,1064.19,0.1638,2,3,5,0.7819,False,True,False,False,False,False,True,False,False,False,True,False
49,15000,8002,24,620.0,9.9,5.0,373,4,0.0249,0.5335,333.42,0.2667,2,1,4,0.25,False,True,False,False,True,False,False,False,False,False,True,False
53,51168,86606,60,588.0,0.1,11.0,22227,1,0.4344,1.6926,1443.43,0.3385,2,3,4,0.7831,False,True,False,False,False,False,True,False,False,True,False,False
61,52929,166352,60,774.0,3.6,8.0,65466,2,1.2369,3.1429,2772.53,0.6286,5,3,5,1.6262,False,False,True,False,False,True,True,False,False,False,True,False
62,41085,128254,36,677.0,1.7,1.0,47615,1,1.1589,3.1217,3562.61,1.0406,3,2,5,1.7122,False,False,True,False,True,False,True,False,True,False,False,False
30,56065,95365,24,628.0,2.8,13.0,76350,3,1.3618,1.701,3973.54,0.8505,3,3,2,1.3102,False,False,True,False,False,False,False,True,False,False,True,False
51,57277,128720,36,678.0,11.1,5.0,12902,2,0.2253,2.2473,3575.56,0.7491,3,3,4,0.989,False,False,False,False,False,False,False,True,False,False,False,False
49,69440,117822,36,559.0,2.1,7.0,46042,1,0.663,1.6967,3272.83,0.5656,2,3,4,0.9439,False,True,False,False,True,False,False,True,False,False,False,False
27,36841,104878,36,574.0,9.4,1.0,4444,2,0.1206,2.8468,2913.28,0.9489,2,2,2,1.187,False,False,True,False,False,True,False,False,False,False,False,True
50,26969,40947,60,624.0,3.9,4.0,11797,5,0.4374,1.5183,682.45,0.3037,3,2,4,0.7216,False,False,True,False,True,False,False,True,True,False,False,False
27,78145,266921,36,748.0,6.1,2.0,51327,4,0.6568,3.4157,7414.47,1.1386,4,3,2,1.629,False,True,False,False,False,False,True,False,True,False,False,False
51,47099,148733,60,652.0,4.2,7.0,66633,2,1.4147,3.1579,2478.88,0.6316,3,2,4,1.7027,False,True,False,True,False,False,False,False,False,True,False,False
53,72589,241151,24,685.0,0.5,11.0,27877,0,0.384,3.3221,10047.96,1.6611,4,3,4,1.6486,False,False,True,False,False,False,False,True,True,False,False,False
54,52549,137962,36,521.0,1.3,14.0,10898,3,0.2074,2.6254,3832.28,0.8751,1,3,4,1.1331,False,False,True,False,False,False,False,False,False,False,False,False
26,54277,48901,36,622.0,1.5,8.0,40305,0,0.7426,0.901,1358.36,0.3003,3,3,2,0.6574,False,True,False,True,False,False,True,False,False,False,True,False
52,68641,215593,24,664.0,0.9,5.0,36985,1,0.5388,3.1409,8983.04,1.5704,3,3,4,1.6289,False,True,False,False,False,True,True,False,False,False,True,False
56,78233,57253,24,630.0,1.6,12.0,111892,2,1.4302,0.7318,2385.54,0.3659,3,3,5,0.9014,False,False,True,False,False,False,False,True,False,False,False,True
27,73025,135296,48,622.0,11.6,7.0,17531,1,0.2401,1.8527,2818.67,0.4632,3,3,2,0.7908,False,True,False,False,False,True,False,False,False,False,True,False
24,84094,242119,12,603.0,5.3,11.0,32384,4,0.3851,2.8791,20176.58,2.8791,2,3,1,1.8815,False,False,True,False,False,True,True,False,False,True,False,False
49,72390,128377,24,557.0,8.7,11.0,70883,0,0.9792,1.7734,5349.04,0.8867,2,3,4,1.1897,True,False,False,False,False,False,False,False,True,False,False,False
41,58339,82360,24,557.0,1.0,8.0,24209,0,0.415,1.4117,3431.67,0.7059,2,3,3,0.8013,False,True,False,False,True,False,False,False,False,True,False,False
59,75045,250641,24,666.0,0.7,14.0,10354,3,0.138,3.3399,10443.38,1.6699,3,3,5,1.5581,False,False,True,False,False,False,True,False,True,False,False,False
39,37092,100904,36,684.0,3.8,2.0,27365,2,0.7378,2.7204,2802.89,0.9068,4,2,3,1.3833,False,False,True,False,False,False,False,True,False,False,False,True
41,55087,62870,36,704.0,7.0,14.0,34953,5,0.6345,1.1413,1746.39,0.3804,4,3,3,0.7103,False,False,False,False,True,False,True,False,True,False,False,False
51,17165,30327,36,677.0,2.4,8.0,4621,4,0.2692,1.7668,842.42,0.5889,3,1,4,0.8144,False,True,False,False,False,True,True,False,False,False,False,False
23,44128,114677,24,743.0,8.1,12.0,24305,0,0.5508,2.5987,4778.21,1.2994,4,2,1,1.3898,False,True,False,False,True,False,True,False,True,False,False,False
38,47354,142410,12,619.0,0.9,14.0,67360,2,1.4225,3.0073,11867.5,3.0073,2,2,3,2.3734,False,False,True,False,False,False,False,True,False,False,False,True
22,67416,50155,24,672.0,1.4,8.0,62834,4,0.932,0.744,2089.79,0.372,3,3,1,0.7076,False,True,False,False,False,False,True,False,False,False,False,True
52,57061,203508,36,717.0,4.4,5.0,49239,2,0.8629,3.5665,5653.0,1.1888,4,3,4,1.7718,False,False,True,False,False,False,False,True,True,False,False,False
56,45417,26563,36,632.0,4.0,5.0,62843,4,1.3837,0.5849,737.86,0.195,3,2,5,0.7874,False,True,False,False,False,False,True,False,False,False,True,False
32,21498,71955,36,705.0,11.0,5.0,3275,4,0.1523,3.3471,1998.75,1.1157,4,1,2,1.3998,False,True,False,False,False,True,False,True,False,False,False,True
29,40987,144263,12,585.0,0.6,1.0,11414,1,0.2785,3.5197,12021.92,3.5197,2,2,2,2.2232,False,True,False,False,False,False,True,False,True,False,False,False
37,35910,141219,12,607.0,0.8,12.0,32255,4,0.8982,3.9326,11768.25,3.9326,2,2,3,2.7188,False,False,False,False,True,False,True,False,False,False,False,True
60,55480,167635,36,615.0,2.0,1.0,24830,4,0.4475,3.0215,4656.53,1.0072,2,3,5,1.3876,False,False,True,False,True,False,False,True,False,False,False,False
40,56197,204427,36,677.0,2.7,6.0,65522,4,1.1659,3.6377,5678.53,1.2126,3,3,3,1.9214,False,True,False,False,True,False,True,False,True,False,False,False
53,29298,54054,12,533.0,0.5,10.0,21634,4,0.7384,1.845,4504.5,1.845,1,2,4,1.4024,False,True,False,False,False,False,True,False,False,False,False,False
51,23066,60365,36,702.0,3.5,6.0,17951,5,0.7782,2.6171,1676.81,0.8724,4,1,4,1.3581,False,True,False,True,False,False,True,False,False,True,False,False
43,48931,92815,48,711.0,1.6,5.0,749,0,0.0153,1.8969,1933.65,0.4742,4,2,3,0.7174,False,True,False,False,False,True,True,False,True,False,False,False
46,70559,153365,60,789.0,2.2,6.0,24430,2,0.3462,2.1736,2556.08,0.4347,5,3,4,0.921,False,True,False,False,True,False,True,False,False,False,True,False
54,53444,65663,36,595.0,9.2,6.0,21451,5,0.4014,1.2286,1823.97,0.4095,2,3,4,0.652,False,False,False,False,True,False,True,False,False,False,False,True
29,58601,220995,24,649.0,3.4,5.0,18039,2,0.3078,3.7712,9208.12,1.8856,3,3,2,1.8202,False,True,False,True,False,False,True,False,False,False,True,False
62,70353,125212,60,697.0,0.1,10.0,43286,3,0.6153,1.7798,2086.87,0.356,4,3,5,0.8869,False,False,False,False,False,True,False,False,False,False,False,True
22,25371,97420,36,649.0,2.4,1.0,29319,5,1.1556,3.8398,2706.11,1.2799,3,2,1,1.9982,False,True,False,False,True,False,True,False,False,False,True,False
30,84835,324831,60,569.0,1.7,7.0,74867,5,0.8825,3.829,5413.85,0.7658,2,3,2,1.7314,False,True,False,False,True,False,False,False,False,False,False,False
58,44839,69357,60,662.0,3.1,11.0,40296,1,0.8987,1.5468,1155.95,0.3094,3,2,5,0.9163,False,False,True,False,False,False,False,False,False,True,False,False
34,59404,167930,36,663.0,6.4,11.0,59414,0,1.0002,2.8269,4664.72,0.9423,3,3,2,1.5308,False,True,False,False,False,True,False,True,False,False,True,False
27,73298,65694,36,701.0,6.2,9.0,55694,3,0.7598,0.8963,1824.83,0.2988,4,3,2,0.6624,False,True,False,False,False,True,False,True,False,False,False,False
24,81813,247502,36,673.0,0.5,4.0,110282,2,1.348,3.0252,6875.06,1.0084,3,3,1,1.7493,False,True,False,False,True,False,False,True,False,False,False,False
39,69232,154742,36,628.0,13.4,8.0,2933,0,0.0424,2.2351,4298.39,0.745,3,3,3,0.911,False,True,False,False,False,False,True,False,False,True,False,False
38,34285,102662,60,545.0,7.8,9.0,31382,2,0.9153,2.9944,1711.03,0.5989,1,2,3,1.4441,True,False,False,False,True,False,True,False,False,True,False,False
50,94631,83424,48,734.0,6.8,9.0,137334,0,1.4513,0.8816,1738.0,0.2204,4,3,4,0.9111,False,True,False,False,False,False,False,True,False,False,False,True
35,39098,132685,60,714.0,5.6,13.0,39719,2,1.0159,3.3937,2211.42,0.6787,4,2,2,1.6281,False,True,False,False,False,False,True,False,True,False,False,False
34,85730,149847,24,731.0,8.8,5.0,46349,5,0.5406,1.7479,6243.62,0.8739,4,3,2,1.0028,False,True,False,False,False,False,True,False,False,False,True,False
48,19794,27967,48,663.0,26.6,9.0,6342,0,0.3204,1.4129,582.65,0.3532,3,1,4,0.658,False,False,True,False,False,False,False,True,False,False,True,False
41,77951,240606,48,772.0,0.7,12.0,35688,3,0.4578,3.0866,5012.62,0.7717,5,3,3,1.3406,False,True,False,False,False,True,True,False,True,False,False,False
43,40557,152709,36,456.0,3.5,10.0,56126,0,1.3839,3.7653,4241.92,1.2551,1,2,3,2.0597,False,False,True,False,False,False,False,True,False,False,False,True
29,66622,255007,60,785.0,3.0,8.0,89520,5,1.3437,3.8277,4250.12,0.7655,5,3,2,1.9154,False,True,False,True,False,False,False,False,False,False,True,False
44,48644,141129,24,578.0,7.4,10.0,43767,1,0.8997,2.9013,5880.38,1.4506,2,2,3,1.6654,False,True,False,False,False,True,False,True,False,False,True,False
27,72791,129889,24,714.0,3.5,8.0,24394,0,0.3351,1.7844,5412.04,0.8922,4,3,2,0.937,False,False,False,False,False,False,False,True,False,False,True,False
51,31097,43461,48,729.0,8.7,4.0,14154,0,0.4552,1.3976,905.44,0.3494,4,2,4,0.7062,False,True,False,False,False,False,False,True,False,True,False,False
35,62566,193005,36,672.0,10.3,7.0,23120,1,0.3695,3.0848,5361.25,1.0283,3,3,2,1.3817,False,False,True,False,False,False,True,False,False,False,True,False
32,51054,106624,48,621.0,4.3,8.0,6698,2,0.1312,2.0885,2221.33,0.5221,3,3,2,0.8357,False,False,False,False,False,False,True,False,False,True,False,False
64,19137,31410,36,563.0,9.5,9.0,27268,2,1.4249,1.6413,872.5,0.5471,2,1,5,1.2265,False,True,False,True,False,False,True,False,False,False,True,False
42,29724,78261,48,628.0,5.3,8.0,13408,2,0.4511,2.6329,1630.44,0.6582,3,2,3,1.1678,False,False,False,False,False,False,True,False,False,True,False,False
61,67564,180766,36,628.0,0.2,1.0,993,1,0.0147,2.6755,5021.28,0.8918,3,3,5,1.0761,True,False,False,False,False,False,False,True,True,False,False,False
46,46557,122414,36,685.0,13.0,4.0,6274,2,0.1348,2.6293,3400.39,0.8764,4,2,4,1.1056,False,True,False,False,True,False,False,False,False,False,True,False
51,59431,103699,48,672.0,0.4,1.0,62005,1,1.0433,1.7449,2160.4,0.4362,3,3,4,1.0716,False,False,True,False,False,False,False,False,True,False,False,False
34,41204,105178,48,817.0,11.1,9.0,61365,5,1.4893,2.5526,2191.21,0.6382,5,2,2,1.553,False,True,False,False,False,False,False,False,False,True,False,False
54,32085,68568,36,712.0,10.9,14.0,11850,1,0.3693,2.1371,1904.67,0.7124,4,2,4,1.0026,False,True,False,False,True,False,False,False,False,False,False,False
50,15000,33515,48,742.0,0.7,7.0,4735,3,0.3157,2.2343,698.23,0.5586,4,1,4,0.9642,False,True,False,False,False,False,False,True,False,False,True,False
26,40543,47204,48,684.0,1.9,12.0,5769,3,0.1423,1.1643,983.42,0.2911,4,2,2,0.4935,False,True,False,True,False,False,True,False,False,False,False,False
52,22716,84763,36,545.0,3.5,2.0,27628,2,1.2162,3.7314,2354.53,1.2438,1,1,4,1.979,False,True,False,False,False,True,True,False,False,False,False,False
42,44168,161246,24,739.0,3.5,12.0,27104,5,0.6137,3.6507,6718.58,1.8254,4,2,3,1.8883,False,True,False,False,False,True,True,False,False,False,False,False
28,46952,157446,48,607.0,1.6,5.0,10626,4,0.2263,3.3533,3280.12,0.8383,2,2,2,1.348,False,True,False,False,False,False,True,False,False,False,False,True
62,84247,332012,24,417.0,2.4,7.0,106285,2,1.2616,3.9409,13833.83,1.9705,1,3,5,2.2781,False,True,False,False,True,False,False,True,False,True,False,False
52,59291,107268,24,543.0,12.9,13.0,74394,2,1.2547,1.8092,4469.5,0.9046,1,3,4,1.316,False,False,True,False,False,False,True,False,False,False,False,True
31,24174,21065,36,471.0,4.8,8.0,25318,5,1.0473,0.8714,585.14,0.2905,1,1,2,0.7675,False,True,False,False,False,True,True,False,False,True,False,False
47,59692,70548,36,649.0,2.8,13.0,89402,3,1.4977,1.1819,1959.67,0.394,3,3,4,1.0719,False,False,True,False,False,False,True,False,False,False,False,True
56,73889,210461,60,742.0,6.6,3.0,42530,4,0.5756,2.8483,3507.68,0.5697,4,3,5,1.2556,False,True,False,False,False,True,False,True,True,False,False,False
28,71866,188825,48,559.0,1.5,14.0,29591,5,0.4118,2.6275,3933.85,0.6569,2,3,2,1.15,False,False,True,False,False,False,True,False,False,True,False,False
63,63559,103699,24,722.0,2.0,1.0,59709,5,0.9394,1.6315,4320.79,0.8158,4,3,5,1.11,False,False,True,False,False,False,True,False,False,False,False,False
51,32362,70271,36,736.0,5.1,3.0,47707,2,1.4742,2.1714,1951.97,0.7238,4,2,4,1.4582,True,False,False,False,True,False,True,False,True,False,False,False
61,49455,66506,36,638.0,12.2,11.0,57379,5,1.1602,1.3448,1847.39,0.4483,3,2,5,1.002,False,False,False,False,False,True,False,False,False,False,False,False
49,95717,212321,24,684.0,6.7,1.0,18933,3,0.1978,2.2182,8846.71,1.1091,4,3,4,1.0773,True,False,False,False,False,False,True,False,False,True,False,False
49,74996,56116,24,665.0,0.8,11.0,104174,4,1.3891,0.7483,2338.17,0.3741,3,3,4,0.8924,False,False,False,False,False,True,False,False,False,False,False,True
44,37340,110795,24,596.0,5.3,2.0,42527,3,1.1389,2.9672,4616.46,1.4836,2,2,3,1.7908,False,False,False,False,True,False,False,True,False,False,False,True
23,41963,59805,36,538.0,8.1,11.0,3544,3,0.0845,1.4252,1661.25,0.4751,1,2,1,0.6039,False,True,False,False,False,True,False,True,False,False,False,True
24,36787,104399,12,660.0,0.4,3.0,11417,2,0.3104,2.8379,8699.92,2.8379,3,2,1,1.8269,False,False,False,False,False,False,False,True,False,False,True,False
53,61251,206739,60,554.0,2.8,5.0,62378,2,1.0184,3.3753,3445.65,0.6751,2,3,4,1.6225,False,False,False,False,True,False,False,True,False,False,True,False
22,35158,134730,36,688.0,7.7,13.0,37868,4,1.0771,3.8321,3742.5,1.2774,4,2,1,1.9637,False,False,False,False,False,False,True,False,False,True,False,False
55,82310,93681,48,789.0,24.7,8.0,19530,0,0.2373,1.1381,1951.69,0.2845,5,3,4,0.5217,True,False,False,False,False,False,False,False,False,False,True,False
45,52037,106189,36,649.0,1.4,6.0,11764,3,0.2261,2.0406,2949.69,0.6802,3,3,3,0.9067,False,True,False,False,False,False,False,True,False,False,True,False
45,15000,45770,24,650.0,0.9,5.0,1192,0,0.0795,3.0513,1907.08,1.5257,3,1,3,1.4049,False,True,False,False,False,True,True,False,True,False,False,False
63,41305,104514,60,594.0,9.2,2.0,24320,2,0.5888,2.5303,1741.9,0.5061,2,2,5,1.1464,True,False,False,False,False,True,False,False,False,False,False,False
51,19591,66025,36,558.0,15.7,7.0,495,2,0.0253,3.3702,1834.03,1.1234,2,1,4,1.3582,False,True,False,False,False,False,True,False,False,False,True,False
53,56850,171024,48,627.0,0.1,5.0,65408,4,1.1505,3.0083,3563.0,0.7521,3,3,4,1.5883,False,False,True,False,True,False,False,True,False,False,False,False
35,78504,63358,24,693.0,10.9,8.0,75327,4,0.9595,0.8071,2639.92,0.4035,4,3,2,0.747,False,False,True,True,False,False,True,False,False,False,False,True
26,53067,131593,36,695.0,0.8,9.0,13451,5,0.2535,2.4798,3655.36,0.8266,4,3,2,1.0933,False,True,False,False,False,True,False,False,False,False,False,True
36,67802,55188,36,704.0,4.3,13.0,71756,4,1.0583,0.814,1533.0,0.2713,4,3,3,0.7489,False,False,False,False,False,False,True,False,False,True,False,False
52,46473,121387,60,680.0,1.3,7.0,40266,3,0.8664,2.612,2023.12,0.5224,3,2,4,1.2869,False,True,False,False,True,False,False,False,False,False,False,True
22,61104,136672,24,628.0,0.5,9.0,90308,4,1.4779,2.2367,5694.67,1.1184,3,3,1,1.5977,False,False,True,False,False,False,False,True,False,False,False,False
43,58696,133082,48,633.0,0.5,14.0,66356,2,1.1305,2.2673,2772.54,0.5668,3,3,3,1.3024,False,True,False,False,False,True,False,True,True,False,False,False
33,36607,117582,36,700.0,5.6,14.0,15458,0,0.4223,3.212,3266.17,1.0707,4,2,2,1.4537,False,False,True,False,True,False,False,False,False,True,False,False
46,44075,162976,60,806.0,4.2,10.0,59888,1,1.3588,3.6977,2716.27,0.7395,5,2,4,1.8747,False,True,False,False,False,False,False,True,True,False,False,False
35,80474,192288,48,611.0,6.4,14.0,33974,1,0.4222,2.3894,4006.0,0.5974,2,3,2,1.0649,False,True,False,False,False,True,False,True,False,False,True,False
37,55428,138587,24,691.0,4.2,9.0,39536,0,0.7133,2.5003,5774.46,1.2502,4,3,3,1.4105,False,True,False,False,False,True,True,False,False,True,False,False
49,86600,59379,24,518.0,3.8,1.0,27200,3,0.3141,0.6857,2474.12,0.3428,1,3,4,0.4342,False,False,True,True,False,False,False,False,True,False,False,False
60,65446,157527,60,584.0,3.5,10.0,92043,4,1.4064,2.407,2625.45,0.4814,2,3,5,1.4291,False,True,False,False,False,False,True,False,False,False,True,False
33,40748,160123,60,751.0,3.3,8.0,18021,2,0.4423,3.9296,2668.72,0.7859,5,2,2,1.5916,False,True,False,False,False,False,False,True,False,False,False,False
31,45026,84242,12,776.0,0.9,13.0,31321,4,0.6956,1.871,7020.17,1.871,5,2,2,1.4008,False,False,True,True,False,False,True,False,False,True,False,False
56,55585,136727,36,593.0,15.4,9.0,2680,3,0.0482,2.4598,3797.97,0.8199,2,3,5,1.0032,False,True,False,False,True,False,False,True,False,True,False,False
23,65133,118409,24,668.0,12.1,3.0,73222,3,1.1242,1.818,4933.71,0.909,3,3,1,1.2678,False,False,True,False,False,False,False,True,False,True,False,False
62,65385,198766,48,696.0,3.7,11.0,52826,0,0.8079,3.0399,4140.96,0.76,4,3,5,1.4631,False,False,True,True,False,False,False,True,False,False,False,True
33,44736,157198,24,575.0,8.8,11.0,5430,3,0.1214,3.5139,6549.92,1.757,2,2,2,1.6298,False,False,False,False,False,True,False,False,False,False,True,False
40,15000,44810,24,743.0,2.4,3.0,1049,5,0.0699,2.9873,1867.08,1.4937,4,1,3,1.3723,False,False,False,False,False,False,False,False,False,False,False,False
48,42570,154360,36,780.0,3.6,4.0,7574,1,0.1779,3.626,4287.78,1.2087,5,2,4,1.5216,False,True,False,False,False,True,False,True,False,False,False,False
59,85904,126000,36,747.0,1.9,9.0,92829,5,1.0806,1.4668,3500.0,0.4889,4,3,5,1.019,False,True,False,True,False,False,False,True,True,False,False,False
24,51689,65711,12,592.0,3.9,4.0,65686,3,1.2708,1.2713,5475.92,1.2713,2,3,1,1.2711,False,False,True,False,False,False,False,True,False,True,False,False
52,74527,113132,48,648.0,3.5,8.0,48246,0,0.6474,1.518,2356.92,0.3795,3,3,4,0.8282,False,False,False,False,False,True,False,True,False,False,False,True
42,62685,47647,12,716.0,2.1,4.0,10451,5,0.1667,0.7601,3970.58,0.7601,4,3,3,0.5227,False,True,False,False,False,True,False,False,False,False,False,True
54,75493,166644,48,739.0,1.1,8.0,2639,3,0.035,2.2074,3471.75,0.5519,4,3,4,0.8418,False,True,False,True,False,False,False,True,True,False,False,False
40,42380,124036,24,699.0,0.8,2.0,50586,2,1.1936,2.9268,5168.17,1.4634,4,2,3,1.7945,False,True,False,False,False,True,False,False,False,False,False,False
45,50625,202137,48,748.0,9.6,6.0,11052,4,0.2183,3.9928,4211.19,0.9982,4,3,3,1.5846,False,True,False,False,True,False,False,False,False,False,False,True
35,53090,97115,36,661.0,3.2,3.0,9605,0,0.1809,1.8293,2697.64,0.6098,3,3,2,0.8041,False,True,False,False,False,False,False,True,False,True,False,False
55,51069,180983,36,559.0,1.7,3.0,13611,0,0.2665,3.5439,5027.31,1.1813,2,3,4,1.5242,False,True,False,False,False,False,True,False,False,False,True,False
47,17013,13649,12,663.0,16.2,9.0,14807,0,0.8703,0.8023,1137.42,0.8023,3,1,4,0.8295,False,False,False,False,False,False,False,True,False,False,True,False
45,56692,178142,24,601.0,5.8,12.0,74179,4,1.3085,3.1423,7422.58,1.5711,2,3,3,1.9374,False,True,False,False,True,False,False,True,True,False,False,False
62,72512,158328,36,697.0,11.0,13.0,16259,3,0.2242,2.1835,4398.0,0.7278,4,3,5,0.9631,False,True,False,False,False,False,False,True,False,False,False,False
23,21515,39813,60,509.0,16.7,13.0,280,5,0.013,1.8505,663.55,0.3701,1,1,1,0.6714,False,False,True,False,False,False,False,False,False,True,False,False
24,60839,54071,36,566.0,4.2,7.0,26215,4,0.4309,0.8888,1501.97,0.2963,2,3,1,0.5279,False,True,False,False,True,False,False,False,False,True,False,False
44,56046,134335,36,607.0,10.0,5.0,37766,0,0.6738,2.3969,3731.53,0.799,2,3,3,1.2283,False,True,False,False,True,False,False,True,True,False,False,False
36,60424,156065,48,674.0,3.5,1.0,61048,3,1.0103,2.5828,3251.35,0.6457,3,3,3,1.3727,False,True,False,False,False,True,False,False,False,True,False,False
39,28644,33030,60,635.0,0.4,7.0,1342,0,0.0469,1.1531,550.5,0.2306,3,2,3,0.4339,False,False,True,False,False,True,False,False,False,True,False,False
32,15000,11105,60,658.0,7.4,5.0,10000,2,0.6667,0.7403,185.08,0.1481,3,1,2,0.5332,False,False,True,False,True,False,False,False,False,False,False,False
57,73314,130274,36,731.0,4.1,7.0,71994,4,0.982,1.7769,3618.72,0.5923,4,3,5,1.1036,False,True,False,False,False,False,True,False,False,False,True,False
38,49201,112151,36,685.0,1.2,12.0,35778,5,0.7272,2.2794,3115.31,0.7598,4,2,3,1.2026,False,True,False,False,False,True,True,False,False,False,True,False
51,54853,89560,36,746.0,12.4,12.0,75169,1,1.3704,1.6327,2487.78,0.5442,4,3,4,1.2012,False,True,False,False,True,False,True,False,False,False,False,True
36,41966,121389,24,598.0,3.5,11.0,39096,3,0.9316,2.8926,5057.88,1.4463,2,2,3,1.6743,False,True,False,False,False,False,True,False,True,False,False,False
46,52633,150022,36,736.0,9.2,2.0,21665,5,0.4116,2.8503,4167.28,0.9501,4,3,4,1.3048,False,False,True,False,False,False,False,True,False,False,False,False
58,55904,188960,60,634.0,3.4,2.0,13757,3,0.2461,3.3801,3149.33,0.676,3,3,5,1.3153,False,True,False,False,False,True,False,False,True,False,False,False
62,38679,56761,36,554.0,14.2,6.0,42367,2,1.0953,1.4675,1576.69,0.4892,2,2,5,1.0251,False,False,True,False,False,False,False,False,False,False,False,True
58,57635,32567,24,697.0,23.0,4.0,52633,4,0.9132,0.5651,1356.96,0.2825,4,3,5,0.6196,False,False,True,False,True,False,True,False,False,False,False,False
35,56238,198887,36,762.0,6.2,14.0,43081,2,0.766,3.5365,5524.64,1.1788,5,3,2,1.721,False,False,True,False,True,False,False,True,False,False,False,True
42,104271,297323,48,673.0,2.7,4.0,121314,5,1.1634,2.8514,6194.23,0.7129,3,4,3,1.5346,False,True,False,False,False,True,False,True,False,False,True,False
39,96894,222962,12,623.0,1.3,9.0,1552,3,0.016,2.3011,18580.17,2.3011,3,3,3,1.3871,False,True,False,False,True,False,False,True,False,False,False,False
33,46365,90304,12,649.0,1.0,8.0,63863,0,1.3774,1.9477,7525.33,1.9477,3,2,2,1.7196,False,False,False,False,False,False,False,True,False,False,True,False
51,48148,38799,36,620.0,1.5,1.0,18777,3,0.39,0.8058,1077.75,0.2686,2,2,4,0.4783,False,True,False,False,False,False,False,False,False,False,False,True
58,38328,52027,12,647.0,11.7,3.0,26939,0,0.7029,1.3574,4335.58,1.3574,3,2,5,1.0956,False,True,False,False,False,True,True,False,False,False,True,False
45,34466,104654,36,658.0,12.4,1.0,22318,2,0.6475,3.0364,2907.06,1.0121,3,2,3,1.4736,True,False,False,False,True,False,False,True,True,False,False,False
23,61676,42451,48,613.0,15.6,4.0,92117,1,1.4936,0.6883,884.4,0.1721,2,3,1,0.8556,False,True,False,False,False,False,False,True,False,False,False,True
23,67485,80148,36,715.0,3.8,11.0,50228,5,0.7443,1.1876,2226.33,0.3959,4,3,1,0.7728,False,False,True,False,False,False,False,False,False,False,False,False
47,57980,160525,48,528.0,7.9,5.0,34222,4,0.5902,2.7686,3344.27,0.6922,1,3,4,1.2743,False,True,False,False,True,False,False,True,False,False,True,False
40,38105,50466,48,771.0,10.6,9.0,11798,1,0.3096,1.3244,1051.38,0.3311,5,2,3,0.6205,False,True,False,False,True,False,True,False,False,True,False,False
39,72096,189084,48,690.0,7.7,2.0,101456,5,1.4072,2.6227,3939.25,0.6557,4,3,3,1.5464,False,False,False,False,False,False,True,False,False,False,True,False
47,15581,28685,48,769.0,0.3,11.0,22135,2,1.4206,1.841,597.6,0.4603,5,1,4,1.2586,False,True,False,False,False,False,True,False,False,True,False,False
35,41074,96547,24,662.0,7.0,2.0,31134,3,0.758,2.3506,4022.79,1.1753,3,2,2,1.361,False,True,False,False,False,True,False,False,False,False,True,False
62,43148,123894,24,666.0,14.0,11.0,4228,0,0.098,2.8714,5162.25,1.4357,3,2,5,1.3313,False,True,False,False,True,False,True,False,False,True,False,False
50,53668,203814,36,701.0,3.8,1.0,61553,4,1.1469,3.7977,5661.5,1.2659,4,3,4,1.9778,False,True,False,False,False,False,True,False,False,False,False,True
47,88555,144906,48,605.0,2.8,5.0,99463,5,1.1232,1.6363,3018.88,0.4091,2,3,4,1.0629,True,False,False,False,False,True,False,True,False,False,True,False
54,94263,298444,24,649.0,0.1,11.0,77180,3,0.8188,3.1661,12435.17,1.583,3,3,4,1.7522,False,False,True,False,False,False,True,False,False,True,False,False
